-0:14	雪国	もうちょっと良い表情差分無かった？
0:45	黎明卿新しきボンドルド	
0:47	うさみ	ぶつ切り待機
0:48	/ライ/	おはしいなー
0:48	DAI	ぶつ切り
0:48	ハコノクラゲ	
0:48	ナオチャン	かわいいー
0:48	SUNSAN :	おはしいな
0:48	青いザリガニ	
0:48	声を枯らす硝子鴉	おは喧嘩ー
0:49	くもくらげ	おはしぃな
0:49	五十円	
0:50	わらしん	
0:50	LEON	
0:50	sho ma	おはしぃな〜！
0:50	ルキルキ	おは大福～
0:50	テツht	きちゃああ
0:50	からすめ	おは無謀
0:51	げら	いつものぶつ切りきちゃー！
0:51	らいあ	おはしいな~
0:51	03seconds	目覚ましでびっくりした
0:51	維管束と優しさの和え物	
0:51	ましゅまろ	
0:52	腰痛	ぶつ切り待機
0:52	闇鮪巌介	おはぶつ切り
0:52	諸行無常	きたきたー
0:53	ラミトン	
0:53	田中	
0:53	ねこわん	おはぶつ切り～
0:53	あさむ	
0:54	リョコウバト	
0:54	satoukb	ぶつ切り助かる(素振り)
0:54	リーフィ	ぶつ切りくる〜？
0:54	やまいこー	
0:54	鬼頭亀次郎	
0:55	クーラー	
0:55	fulひゅーる	
0:55	T.S	きちゃー
0:55	柿食う客	ぶつ切りOPたすかる
0:56	ユキダルマ	おはしいな〜
0:56	Raifort	顔は良い
0:56	もにぎり	
0:56	田中	
0:56	P2020	言霊バトル開始！
0:56	かわぞいちゃんねる	おはブツ切り〜
0:57	アキパン	今日は喧嘩凸だしぶつ切らないだろう
0:57	ヒケラカス	
0:57	zale	喧嘩凸ならブチ切れ待機も辞さない所存
0:57	放浪者	
0:58	モーティマーマウス	流石に凸待ちでぶつ切りはせんやろ
0:58	めんとす	凸相手にフェードアウト聞け
0:58	sakutaro	ぶつ切りやろうなぁ
0:59	kamitama	楽しみだぁ
0:59	はくさん	ぶつ切りはある
0:59	こねこ倫理観	ぶつ切りしいな〜
1:00	満身創痍	今日は全部見せてくれるはず
1:01	MINA METAL	待ってましたー
1:01	ゆずくろ	おはぶつ〜
1:02	ビにゃーキー・元・ニャらないトホテプ	おは喧嘩～
1:02	はばばば	おはしいなー
1:02	鶴部織羽	おはけんか～
1:02	Rei_ S2	喧嘩凸でぶつ切りするわけが
1:03	ジョン	
1:03	はいどれ	流石にフェードアウト教えてもらっとるやろ〜
1:04	yuyu sasa	
1:04	水仙	
1:04	ハリネズミ	でろーんがツイートしたと言うことは・・・
1:04	茄雪	
1:05	小犬丸ぽち子	おはくずー
1:05	あーく	おはしいな～
1:05	ぺねみ	
1:05	ろととと	間に合ったな
1:05	レト	
1:05	みね	ぶつ切り待機
1:05	ぽん丸	きちゃ
1:05	ネリー・モノ	フェードアウトできるかな～～？？
1:05	reno	
1:06	ヤンスでヤンス	
1:06	なつ	おは喧嘩〜
1:07	TAISHO	
1:07	まつまえ	おは喧嘩凸～
1:07	ばちこり圭	おはブチギレ〜
1:07	ラミトン	ぶつぎり待機
1:08	水木あやせ	おはぶつ切り～
1:08	yuki!	ぶつ切り待機
1:09	harutoshi	ぶつ切り期待
1:10	りょうちゃん	
1:11	イープカ	おはぶつ～
1:12	げんまいちゃ!	ぶつ切りやろなぁ
1:12	Cen 90	
1:12	大谷さん	
1:13	虹の獅子	ぶつ切りだぞ
1:13	time13 inthattime	ぶつ切り
1:13	みね	
1:13	ぬぬぬぬーんomorinao	おはぶつ切り
1:13	ななかな	
1:13	しょう	
1:13	清風明月	
1:13	くろあた	おは大福
1:14	おまもり	フェードアウトを諦めない
1:14	へっぽこなつ。	おは喧嘩〜
1:14	RelaxPoto	おはけんか～
1:14	遠坂いろは	
1:14	えるれ	おはしぃな〜
1:14	みあchan.	おはしいな～
1:15	鬼頭亀次郎	おは喧嘩
1:15	リュー之助	
1:15	こたつ	
1:15	おし	おはぶつ切り〜
1:16	るたろー	おはぶつぎり〜
1:16	field ster	きちゃーー
1:17	ヘィヴンダックス	フェードアウトしないと負けるぞ
1:17	りてーる	
1:18	Dr.Latency's	きちゃ
1:18	Adams John	喧嘩凸でぶつ切りは炎上必至
1:19	たちばな	
1:19	アカリーヌ	
1:19	DKYM	
1:19	桜佐倉	10連敗か
1:19	西行カルス #楓組	しぃしぃ！？
1:20	さちくろ	
1:20	じひつ	おはぶつ切り
1:20	Tながおか	おはぶつ切り～
1:21	かおう_____ta	口喧嘩女王のぶつ切りじゃあああ！！！
1:21	ふくざわゆきち	
1:21	松井、	おはしいな
1:21	蒙驁	戦の時間じゃぁぁぁぁぁぁぁぁぁぁ！！！！！！！、
1:21	洛水佑馬	
1:21	サスケ	おはくずゥ……
1:21	投資屋	おはぶっち
1:21	いそたそ	おは喧嘩凸〜
1:21	Iceman	おはぶつ切り
1:21	ちなまる	怒りのぶつ切りじゃい！
1:21	DAI	おはぶつ切り
1:21	ゴミ	おはぶつ〜
1:22	凛花	おはボコボコ〜
1:22	MiroKu	おはござパン
1:22	腰痛	ぶつ切り
1:22	ぷっちょへんざ	ぶつぎり
1:22	薄情	おは
1:22	ひがしのそら	
1:22	KeyKey	
1:22	緑茶	おはしいな！おはぶつぎり！
1:22	ろろ	
1:22	無垢-muku-	
1:22	那由多	おはぶつ切り
1:23	つま先鬼ごっこ	おは大福～
1:24	まめすきまめよし	草
1:24	暴走しかけたその張本人	草
1:24	ikuranlan	！？
1:24	SEA	草
1:24	M K	草
1:24	はーたん	おは天使
1:24	高梨忍	！？
1:25	ティンダロスの猟犬【歴史解説】	草
1:25	sakutaro	もうこわい
1:25	B 5	
1:26	アベベ	草
1:26	星野空	おはぶつ切り
1:26	テラかすてら	草
1:26	リュー之助	
1:27	Azusa	草
1:27	sakura ebi	こわい
1:27	中村やにお	こっわ！！！！
1:27	ささんさ	あっ
1:27	うりす	
1:27	beyond	
1:27	ペコネン	！？
1:28	がらなちゃん	
1:28	まっぴー	初手怖いが
1:28	たつぞー	ぶつ切り定期
1:28	スコッツ	はい負け
1:28	おまもり	おはしぃな～
1:28	川原太一	怖
1:28	SonoNa R	もうおるやんけ！
1:29	フナムシ	いきなりラスボスじゃん
1:29	シルソルカ	草
1:30	かふぇおれ	おはしいな～
1:30	Doritos	おは椎名～
1:30	朱殷卿	！？
1:30	あきカレー	！？
1:30	コッペパン	草
1:31	西アマネ	
1:31	たくみ。	最初からクライマックス
1:31	ぱて	さっそくでろん！？！？
1:31	丸井秀幸	いきなり強敵やん
1:32	河白じっぽ	もう無理ゲー
1:32	キモルム	おはしいな～
1:33	空木圭	出オチやめろ
1:33	よういち	おはぶつ切り
1:33	ラクタムβ	草
1:34	かたこり	こわ
1:34	野貓L	草
1:34	一ノ瀬奏	初手10割
1:35	おどドレ	ひぇ・・・
1:35	Rei_ S2	草
1:35	エーピー	草
1:35	奈緒雪	でろーん！
1:35	ぷりっつPretz	でろーんさん！？
1:36	Rルー	いきなりラスボス！？
1:36	ロ一ツェ	でろーんがすでに怖い
1:36	式一	！？
1:36	モーティマーマウス	となり怖ない？
1:36	蓬莱来訪	草
1:37	ふふーん	いきなりラスボス！？
1:37	ごくごく民	こわ
1:38	ぺっぽん	なんだこの顔
1:39	ryo	ラスボスじゃん
1:39	machu	草
1:39	ダルマン	アドバイザー！
1:39	あゆてっと	ラスボス
1:40	acacaca ca	顔が怖すぎる
1:40	アムオス	こわい
1:40	あっきゅあ	草
1:41	もみじ	勝ったな
1:41	すてねこりるら	何連敗まで伸びるのか
1:41	6スコガルツォーク	アドバイザーなんだ…
1:41	見式	草
1:42	木目	アドバイザーとはｗ
1:42	ぱる	アドバイザーなんか
1:42	蟹の中の蟹	開幕草
1:42	ポリス園	やったな
1:43	Raifort	草
1:43	KA ZU	いきなり最強やん
1:44	小笠原きむのすけ	番長～！
1:44	はまち	メンチきってる人が隣にいますねえ…
1:46	スラッシュex	ラスボスやん
1:47	弾当てられない	右の人の顔怖い
1:47	ものさし	草
1:47	zale	番長！？
1:48	アジの骨	メンチ切ってる
1:49	たいあきAA	でろーんと喧嘩するのかと思った
1:49	のの	これは荒れるぞぉ
1:50	野牛の牛	おは清楚～～
1:50	ささのはさらさら	最強のアドバイザきた
1:50	HHR	最強が舞い降りた
1:51	harutoshi	初手ラスボス？
1:51	りーりー	もう破壊されちまう
1:51	えいの	アドバイザー強すぎる
1:52	ペギー飛龍	プロが来た
1:52	オオハシさん	ヴォエ!!!!!!
1:52	く〜じょ〜じょ〜たろ〜	いきなり最強枠きちゃ
1:53	止雨	草
1:54	ちゃんり	心強すぎる
1:54	無糖	草
1:54	カズキ	アドバイザー！？
1:55	楪*	草
1:55	チョボマ	こわ
1:55	アッシュ	草
1:55	乾燥マンボウ	草
1:56	kaiei[かいえい]	いざとなったとき・・・？
1:56	脱走したゴリラ	スーパーアンバサダーかな？
1:56	どあのぶ	表情こわすぎない？ｗ
1:56	めんとす	いざとなったらね
1:57	ハムラビ	最初からクライマックス
1:57	ラマ	草
1:57	しろやま	逆に怖いぞ！
1:57	ホルモンヌ	あれ？
1:58	諸行無常	おは総長
1:58	エーピー	草
1:58	ニョッキ茶	アドバイザーだったのかｗ
1:59	すまんも	草
1:59	おし	こういうのが一番こえんだよな！
2:00	かおう_____ta	頼りになるなぁ！
2:00	ひまひまじ	バックが怖すぎるやん
2:01	a iu	暴走草
2:01	_ Pyrogallol	手が出そう...
2:01	fuji	草
2:02	けんばく	草
2:02	nimu	強すぎじゃん
2:02	のしの	アドバイザーに選んだ理由を教えてもらおうか
2:03	うにあ	暴走モードやめろｗｗ
2:03	蓬莱来訪	かわいいアドバイザーだなぁ
2:03	s i	あっLスターだ
2:03	Vすこすこ侍	暴走モードこわそう
2:03	心刃	時がくればスイッチ入るんで
2:04	はばばば	アドバイザーが強すぎる
2:04	DKYM	暴走はまずいですよ！
2:04	ネムイ	アドバイザーで良かった
2:04	sdkfz303	泣いちゃう
2:04	村人exe	乱闘要員ずるくない？？？
2:05	あかるる	もうこわい
2:05	アキパン	草
2:05	わたらら	草
2:05	starfish heart	おっかねえ
2:06	もにぎり	後ろ盾怖すぎィ！
2:06	めそぽた	覚醒？！
2:06	Ei NAGOMI	もう怖い
2:07	中空chukuu	こわいよぉ
2:07	笹谷拓土	いきなり怖いわ!?
2:07	リーフィ	まじでどういう顔
2:08	ダデコ	言うほど大丈夫か？
2:08	ヘィヴンダックス	拳で。
2:09	ねぎとろ	虎の威を狩る大福
2:09	コムコム	しいしい全敗に
2:09	satoukb	デロンゲリオン！？
2:09	鏡音リン愛好家	初手決勝戦で草
2:09	ぜろぱか	アドバイザー強すぎて草
2:09	たくみん	椎名さん画質わるくね？
2:09	からすめ	手だすほうやろｗ
2:09	プリッツトッポ	こ、こんでろーん^^;
2:09	ターニングポイント	虎の威をかるの草
2:10	豆腐のみそ汁	アドバイザーが強すぎる
2:10	t t	ニコ生戻るのかと思った
2:11	こんこん	心強すぎる
2:11	のぞみGO	乱闘になりそう
2:11	TAISHO	無敵じゃん
2:11	イノウエシンイチ	地面からすり上がってくるのか
2:11	edy on	右の方はお助けキャラ？
2:11	w 新一w	もう怖い
2:11	推しが抜けなくて	でろは「本職」だからな
2:11	ゴミ	アドバイザー強すぎるぞ
2:12	丸井秀幸	最強アドバイザーきた
2:12	Amuos	
2:12	ハルりゅう	草
2:13	プリンセスプライド	でろーんおったら敵無しじゃん
2:13	valu	でろーんさんと戦うんですか？
2:14	餡ころ餅ゆっくりーむ	草
2:15	ken miya	すでに怖い
2:15	こまねねさん	マジレスは強い。
2:15	vanishinggift	子供の喧嘩に汎用人型決戦兵器を持ち出すな
2:16	ひでち	こわ
2:16	メトメット	草
2:16	芸者見習い	もう顔が怖すぎる
2:16	もはや俺	敵に回すことを避けたかｗ
2:17	五十円	用心棒かな？
2:17	りーりー	冷静さのかけらもない人きた
2:17	9999 haya	いきなりボス戦
2:18	AMZON COM	キレたらめっちゃ怖いやつやん
2:18	カンタウロス	ヤンキーが教える喧嘩必勝法
2:18	ももんが	なれてる
2:19	さんび	それはそう
2:19	kaniko	アドバイザーのでろーんは最強バッテリーなんよ
2:19	へっそむ	命に関わるじゃん
2:19	Ketaけた	こわ
2:19	のむ	もうこわい
2:20	星野空	これはどっちに転ぶかわからんぞ
2:20	Tatami571	怖いよぉ…
2:20	士天道	いざとなったらバット出しそう
2:20	field ster	もう怖い
2:21	kokoro	負けた?
2:21	中村やにお	もうこわい
2:21	伊吹疾風	草
2:21	ぼうわた	喧嘩のアドバイザーは草
2:22	Yu Ka	隣の圧よ
2:22	Bear White	やったれ！
2:22	かおう_____ta	お願いします！！
2:23	サイモン枢機卿	対剣持特攻ズルいぞ
2:23	Dizi	！？ついてそうで草
2:23	MYR	最強のセコンド付けとくの流石椎名さんっす
2:23	タカ	顔がちょっも怖いんですが
2:24	ああ	でろーん小さい
2:24	なっちゃん	後ろ盾草
2:24	Jackie Chen	もこわいｗ
2:24	ととろろろ	？
2:24	chromin クロミン	？
2:24	中村やにお	は？
2:24	たるとたたん	反則だろ
2:24	HIMO	？？？？
2:24	なつ	でろーんはにじさんじ内というか、この世で最強やからな
2:25	みーくん	早速過ぎる
2:25	ikuranlan	え？
2:25	あっきゅあ	え？
2:25	松井、	手が出そう
2:25	新七	え？
2:26	イガリマ	え？
2:26	黎明卿新しきボンドルド	うん？
2:26	リンピク	虎の威を借る大福
2:26	酸素の音	え？
2:26	ばんぶるくん	でろーんにいてもらえ
2:26	脱走したゴリラ	あんま？
2:27	ゼフォル	居るだけで威圧感を放つ
2:27	水木あやせ	えっ
2:27	KS 2918	！？
2:28	青空猫侍	普段
2:28	りーりー	あー、はいはい
2:28	かたみみ太郎	もうこわい
2:29	葉セロリ	してたら困る
2:30	ryu say	一方的やからな
2:30	新井式廻轉抽籤器	一方的に…
2:31	いな。	喧嘩にもならんのよ
2:31	ヘンゲ	あんまりって言った？
2:31	ら	えっ
2:31	ねこわん	相手が圧に負ける
2:31	sie yama	普通そうやろ
2:31	U-Kun.【ユークン】	ほんとぉ？
2:31	もこもこありえす	「普段」
2:31	りぷれい	ん？
2:31	KeyKey	相手が引くからね
2:32	ンゴ君	ん？
2:32	ないろん	えっ？
2:32	決してマウントを取らない跡部景吾[27]	ダウト！！！
2:33	yata. G	強すぎるがゆえに
2:33	みやぴ	ふーん？
2:33	蟹	喧嘩アドバイザー…？
2:33	ねとなり	草
2:33	心刃	口喧嘩は強くないらしいからな
2:33	飛白ゆら	喧嘩以前に決着とな
2:34	みっしM_I_shi	手の方が先に出るからな
2:34	悪いゆっきー	え？
2:35	もるぽん	もうこわい
2:35	しーく	草
2:35	疎音	草
2:35	ちなまる	草
2:36	はくさん	草
2:36	ri-l	草
2:36	sakutaro	こわい
2:36	はる0915	草
2:36	わびさび	強すぎてか
2:37	うにあ	対面が強すぎるｗｗ
2:37	ユードリックの互除法の使い手	草
2:37	しゃけねこ	草
2:37	neru 15	草
2:37	toshiyuki sawada	ケンカがそもそも成立しないのか
2:37	ドレ森	草
2:37	ごくごく民	睨む
2:38	黒LABEL	怖い
2:38	こまち	草
2:38	ふんふふん	相手にならんからな
2:38	松井、	草
2:38	しょん	対面なら
2:38	あきカレー	こわい
2:38	寺生まれの先輩T	草
2:38	sakura ebi	こわ
2:39	satoukb	まあ相手が勝手に引き下がるからな
2:39	ネリー・モノ	睨めばいいｗｗ
2:40	見式	草
2:40	海杜ハンナ	草
2:40	シャムねこ	つよい
2:40	ぐだのすけ	草
2:40	のむ	ほんまもんの強者や…
2:40	ろろ	おっと…？
2:41	ryo sawa	睨 め ば い い
2:42	よしだDG	ガチじゃん・・・
2:42	ダデコ	こわ
2:42	パルプンテ	睨めばいい
2:42	M T	拳で
2:42	azsa Hob	睨みはチート
2:43	獅子芝	経験が語る
2:43	ほうたる	そうかな？
2:44	声を枯らす硝子鴉	草
2:44	ゴールドパンプキン	睨めばいいｗ
2:44	ガーデンバード	草
2:44	すずみ	草
2:45	つま先鬼ごっこ	逆ネットヤンキー
2:45	ざんまいTF	ヤンキー…
2:46	弾当てられない	草
2:46	餡ころ餅ゆっくりーむ	草
2:46	ダックスフント	眼力がすべて
2:46	REMY	睨めば勝てるのはつよい
2:47	あかるる	手が出せるからな
2:47	クレシアン	え？
2:47	おっくー	拳で！
2:47	nep	草
2:47	ハュ	草
2:48	高い雑草	こわ
2:49	WRyou_Italy	対面専用は強すぎる
2:49	よしだ	そうそうじゃないのよ
2:49	山茶花	草
2:49	てらま	対面経験あるの怖いわ
2:49	エンド。	バックに樋口先輩は心強いな
2:50	モーティマーマウス	一番怖い奴やん
2:50	柳木	そうそう…？
2:51	yakitori 35	こわ
2:51	イマガセ	そうなんだ
2:51	EEB	物理が強すぎるゆえの悩み
2:51	ガリレオ	そうじゃないが
2:52	ウォータードリンク	さすがや
2:52	デミ300	それはただのヤンキー
2:52	tete	リアルなら、そう。
2:53	すまんも	リアルならそう
2:53	ハリネズミ	ちょっとはするのか・・・
2:53	式一	そっちのがこわい
2:53	きくらげ	睨めばええの強さ
2:54	427 mie	そっちの方が嫌笑笑
2:55	URBANO	リアルバトル専門
2:56	ネロ	ガチだ…
2:56	パピコ	リアルなら
2:57	九天【くてん】	リアルならそう・・・そう・・・？
2:58	どあのぶ	そそ、じゃないがｗ
2:58	レンコン	覇気…
2:58	心刃	草
2:58	yuyu sasa	草
2:59	アキパン	草
2:59	ラーメン	ボコボコのボコ
3:00	YaKo	喧嘩師、樋口楓
3:00	オクラトラ	草
3:00	数山一二三	一番怖いやつやん
3:00	ふーふぐ	腕っぷしの方かあ…
3:00	浦田英梨	ただのヤンキーやん
3:00	DKYM	草
3:00	saika	この対決はやばそうｗ
3:01	エーピー	草
3:01	じひつ	草
3:02	もにぎり	草
3:02	桃purée	それもヤバい
3:02	ナオチャン	草
3:02	none	獣の眼光
3:03	桃野パピコ	口喧嘩やからなぁ
3:03	misty2452	リアルバトルならね……
3:05	おし	褒めていただいてるぞ！
3:05	すかうさ	ランティスさんごめんなさい
3:05	ぷにゃぽよ	草
3:05	直樹カナン	煽り大福
3:06	ワタル	才能あるｗ
3:06	ドラピック	煽り性能
3:07	ke i	くっそ
3:07	あおい	輩やん
3:07	さちくろ	椎名さんの眼力は・・・
3:08	ねこわん	草
3:08	伊豆半島	草
3:08	あんドーナツ	立ち絵こっわ
3:09	たべっちかにっち	へらっへらだからね
3:09	とみひろ	草
3:10	からすめ	腹立つｗ
3:10	アゴナガイコウボーイ	草
3:10	たけのこきんいろ	草
3:10	ろく	リアル弁慶は怖い
3:10	モヤシーズキングダム	結構するなw
3:11	うどんこねっと	小学生男子を煽ってきた
3:11	岡崎	草
3:11	yan yan	草
3:11	kbf kbf	それ微妙に褒めてないっすね…
3:12	ばんぶるくん	本物ｗｗ
3:12	消しカス.	草
3:12	はくさん	ガチやん
3:12	赤茄子	草
3:13	Souda Niku	それただの嫌な奴
3:13	十鬼十鬼	煽り饅頭
3:13	悪いゆっきー	最善のアドバイスが出来るかと思われる
3:13	神田ノ	BGM小さいけど
3:14	メイカイ	ガチヤンキー…
3:14	T M	でろーんは覇気で勝てるのか
3:14	あお	対面経験あるの草
3:14	けもー	いつも発言ブーメランだからな！
3:15	tsukihi ao	煽りは得意です・・・！
3:15	わんにゃん	本物なんよ
3:15	t_anaka	いやなアドバイスだｗ
3:15	猫の足	ガチアドバイス草
3:15	Metallic	草
3:16	とおのマン	草
3:17	G3R	草
3:17	かかと	的確
3:17	AMZON COM	ガチアドバイスで草
3:17	ゆの	なんて的確で冷静なアドバイスなんだ…
3:17	たいねむ	得意分野で攻めてけ
3:18	洋館とらやの	ガチなアドバイスだ
3:18	**なみか	純粋にね
3:18	Yu Ka	ただの嫌なやつで草
3:19	かそく	ガチやん
3:19	かた	嫌なこと言うの得意ってどんな評価やねん
3:19	とろんべー	すげーセコンドだな
3:19	ミカグラ	ただの嫌なやつなんよ
3:19	森林	でろーんの声が少し小さい感
3:19	エーピー	なるほどなー
3:19	あるま	言われて嫌なことを言うのが上手い
3:20	獅子芝	たしかに
3:20	冬獅郎-とうしろう	相手の顎を狙え！
3:20	PPP	ガチアドバイスやめんか！
3:20	ぽ	アドバイスが的確すぎてこわい
3:20	ラミトン	煽り焼き大福
3:20	ぽぽぽぽぽぽ	ガチアドバイス
3:21	ナックルカーブ	草
3:21	さしみ.	ガチで草
3:21	toshiyuki sawada	長所活かしてくスタイル
3:21	琵琶湖	煽りは結構してますからね笑
3:21	かんぱち	ガチアドバイス草
3:22	caz	リアルヤンキーからのありがたい助言
3:22	ゴンザレス	すげ
3:22	ヘィヴンダックス	常に半笑いだしな
3:23	ターキー	立ち絵怖すぎだろ
3:23	ひがはじめ	ガチのやつやん
3:23	サスケ	ええんか？今日はバックにでろーんさんおるねんぞ？お？
3:23	桃野パピコ	何カッコいい感じ行ってるんだよ
3:24	かおう_____ta	草
3:24	こてこて	Lantis
3:24	トラ	揚げ足草
3:26	まきのね	これは強い
3:26	Ketaけた	草
3:26	ゆうた	ガチアドバイス草
3:26	オムライス大王	ガチアドバイスやん
3:26	カール・タイテー	こわ
3:26	ハリネズミ	ガチヤンキーで草
3:26	るたろー	ガチのやつで草
3:27	ぐだのすけ	草
3:27	ニュンニュン	焦ってないですか？ｗ
3:27	つけ麺つけ麺僕つけ麺	草
3:27	むら	草
3:27	たぷお	立ち絵かわいい
3:27	よーかいミ・ω・ミ	なんで立ち絵よりしぃしぃのが画質ガビガビやねん
3:28	REMY	まずはガード崩しから
3:28	イープカ	つよい
3:28	kbf kbf	レスバ過ぎて草
3:29	usa usa	困ったらにらめばいい
3:29	さんび	なるほどね
3:29	みずなぎ	焦ってないですか？
3:29	きくらげ	キレたら手が出せるのは強い
3:29	キタミ	本格的だあ・・・
3:30	鶴部織羽	ガチじゃんｗ
3:30	suke tome	こわいよー；；
3:30	海杜ハンナ	ガチ
3:30	み缶	もう発想がプロなんよ
3:31	t	それなんかそういうデータあるんですか？
3:31	神戸しゃれ	頼りになるなー
